id_x,host_response_rate,host_is_superhost,host_listings_count,accommodates,bedrooms,beds,maximum_nights,price,review_scores_rating,review_scores_cleanliness,review_scores_location,number_of_reviews,neighbourhood,property_type,neighbourhood_freq,property_type_freq
27680053,1.0,1,2.0,2.0,1.0,1.0,1125.0,69.0,4.97,4.98,4.95,208849,"Swords, County Dublin, Ireland",Private room in home,0.0038082437275985663,0.22334229390681004
27750603,1.0,1,6.0,2.0,1.0,1.0,1125.0,275.0,4.86,4.88,4.97,8836,"Dublin 2, co. Dublin, Ireland",Room in hotel,0.0011200716845878136,0.006720430107526882
27768220,0.86,0,273.0,4.0,1.0,1.0,1125.0,124.0,4.62,4.4,4.84,2500,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
27774309,0.8,0,1.0,2.0,1.0,1.0,90.0,72.0,5.0,5.0,4.58,144,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
27777136,1.0,1,6.0,1.0,1.0,1.0,1125.0,260.0,4.79,4.89,4.88,27556,"Dublin 2, co. Dublin, Ireland",Room in hotel,0.0011200716845878136,0.006720430107526882
27801868,1.0,0,1.0,2.0,1.0,1.0,1125.0,100.0,4.98,4.97,4.85,4356,"Blackrock, County Dublin, Ireland",Private room in rental unit,0.004704301075268817,0.09363799283154121
27803092,1.0,1,6.0,2.0,1.0,2.0,1125.0,285.0,4.74,4.9,4.86,23870,"Dublin 2, co. Dublin, Ireland",Room in hotel,0.0011200716845878136,0.006720430107526882
27804202,1.0,1,6.0,2.0,1.0,1.0,1125.0,285.0,4.82,4.88,4.94,446892,"Dublin 2, co. Dublin, Ireland",Room in hotel,0.0011200716845878136,0.006720430107526882
27819303,0.98,0,11.0,3.0,1.0,4.0,90.0,28.0,4.64,4.6,4.77,2209,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
27843003,1.0,1,1.0,4.0,2.0,2.0,5.0,315.0,4.99,4.9,4.72,6889,"Dublin 8, County Dublin, Ireland",Entire condo,0.02710573476702509,0.08109318996415771
27848134,1.0,0,1.0,1.0,3.0,3.0,15.0,84.0,4.91,5.0,4.91,121,"Dublin 8, County Dublin, Ireland",Private room in home,0.02710573476702509,0.22334229390681004
27895934,1.0,0,1.0,2.0,1.0,1.0,14.0,110.0,4.97,4.95,4.97,1521,"Dublin 5, County Dublin, Ireland",Private room in home,0.00492831541218638,0.22334229390681004
27922226,1.0,1,1.0,3.0,1.0,2.0,30.0,119.0,4.82,4.79,4.83,58081,"Stoneybatter, County Dublin, Ireland",Entire guest suite,0.0011200716845878136,0.008736559139784945
27925209,0.9,0,2.0,4.0,2.0,2.0,1125.0,265.0,4.96,4.98,4.96,2304,Unknown,Private room in bed and breakfast,0.5945340501792115,0.013888888888888888
27957894,1.0,1,8.0,8.0,3.0,11.0,14.0,158.0,4.67,4.56,4.67,324,"Dublin 22, County Dublin, Ireland",Entire home,0.003360215053763441,0.1646505376344086
27961701,1.0,1,2.0,2.0,1.0,1.0,7.0,101.0,4.97,4.94,4.89,1296,"Dublin 22, County Dublin, Ireland",Entire bungalow,0.003360215053763441,0.0038082437275985663
27961848,1.0,1,2.0,4.0,2.0,2.0,7.0,150.0,4.87,4.929999999999999,4.8,225,"Dublin 22, County Dublin, Ireland",Entire loft,0.003360215053763441,0.0031362007168458782
28024740,1.0,1,2.0,3.0,1.0,2.0,21.0,170.0,4.77,4.64,4.48,1936,"Beaumont, County Dublin, Ireland",Private room in home,0.0013440860215053765,0.22334229390681004
28099891,1.0,1,3.0,2.0,1.0,2.0,270.0,56.0,4.79,4.67,4.71,576,"Dublin, County Dublin, Ireland",Private room in home,0.11559139784946236,0.22334229390681004
28101030,1.0,1,3.0,2.0,1.0,1.0,20.0,82.0,4.86,4.89,4.61,232324,"Dublin 7, County Dublin, Ireland",Private room in home,0.004704301075268817,0.22334229390681004
28154812,1.0,1,1.0,1.0,1.0,1.0,3.0,50.0,4.7,4.58,4.81,23716,"Dublin 7, Ireland",Private room in condo,0.0006720430107526882,0.05040322580645161
28201225,1.0,0,4.0,4.0,2.0,2.0,1125.0,148.0,4.38,4.46,4.71,4761,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
28203893,0.86,0,273.0,4.0,1.0,2.0,1125.0,161.0,4.51,4.5,4.95,10201,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
28262646,1.0,0,7.0,1.0,1.0,1.0,1125.0,48.0,4.17,4.24,3.9299999999999997,1681,"Dublin 22, County Dublin, Ireland",Private room in home,0.003360215053763441,0.22334229390681004
28297094,1.0,1,3.0,12.0,5.0,6.0,150.0,392.0,4.95,4.91,4.84,30625,"Dublin 14, County Dublin, Ireland",Entire rental unit,0.0035842293906810036,0.2318548387096774
28300651,1.0,1,1.0,1.0,1.0,1.0,14.0,55.0,4.91,4.860000000000001,4.92,48841,Unknown,Private room in townhouse,0.5945340501792115,0.02486559139784946
28358840,1.0,0,1.0,2.0,1.0,1.0,365.0,107.0,4.66,4.69,4.940000000000001,11664,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
28364928,1.0,0,7.0,4.0,2.0,2.0,180.0,216.0,4.84,4.83,4.86,7744,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
28386954,1.0,0,2.0,6.0,2.0,5.0,80.0,223.0,5.0,4.0,4.0,1,"Dublin 15, County Dublin, Ireland",Entire home,0.0020161290322580645,0.1646505376344086
28400318,1.0,1,29.0,6.0,3.0,3.0,1125.0,250.0,4.72,4.89,4.91,2209,"Dublin 2, County Dublin, Ireland",Entire home,0.009184587813620072,0.1646505376344086
28514364,1.0,1,9.0,8.0,4.0,4.0,1125.0,588.0,4.88,4.85,4.97,5476,Unknown,Entire home,0.5945340501792115,0.1646505376344086
28564225,1.0,1,3.0,1.0,1.0,1.0,4.0,85.0,4.940000000000001,4.85,4.91,11664,"Dublin, County Dublin, Ireland",Private room in townhouse,0.11559139784946236,0.02486559139784946
28579207,1.0,1,3.0,2.0,1.0,1.0,20.0,81.0,4.83,4.88,4.7,169744,"Dublin 7, County Dublin, Ireland",Private room in home,0.004704301075268817,0.22334229390681004
28709814,1.0,0,2.0,7.0,4.0,4.0,1125.0,405.0,5.0,5.0,4.91,121,"Dublin 6, County Dublin, Ireland",Entire home,0.011200716845878136,0.1646505376344086
28781212,1.0,0,1.0,6.0,3.0,3.0,20.0,238.0,4.73,4.76,4.6,2025,"Dublin, Ireland",Entire townhouse,0.031137992831541218,0.018145161290322582
28782709,1.0,1,2.0,2.0,1.0,1.0,14.0,74.0,4.84,4.79,4.81,34969,"Dublin 6, County Dublin, Ireland",Private room in home,0.011200716845878136,0.22334229390681004
28804213,1.0,1,1.0,4.0,1.0,2.0,1125.0,81.0,4.91,4.91,4.87,376996,"Swords, County Dublin, Ireland",Entire guest suite,0.0038082437275985663,0.008736559139784945
28808350,1.0,1,1.0,2.0,1.0,1.0,3.0,60.0,4.72,4.72,4.52,13689,"Dublin, County Dublin, Ireland",Private room in condo,0.11559139784946236,0.05040322580645161
28933253,1.0,1,1.0,2.0,1.0,1.0,60.0,116.0,4.91,4.85,4.76,10404,"Arbour Hill, County Dublin, Ireland",Entire cottage,0.0011200716845878136,0.006048387096774193
28957610,1.0,0,1.0,4.0,3.0,3.0,1125.0,399.0,4.64,4.65,4.85,14400,"Dublin 2, County Dublin, Ireland",Houseboat,0.009184587813620072,0.00022401433691756272
29071067,0.51,0,1.0,2.0,1.0,1.0,1125.0,48.0,4.96,4.96,4.84,41616,"Dublin, County Dublin, Ireland",Private room in home,0.11559139784946236,0.22334229390681004
29129190,1.0,1,13.0,2.0,0.0,1.0,90.0,110.0,4.85,4.78,4.96,2916,"Dublin 6, County Dublin, Ireland",Entire rental unit,0.011200716845878136,0.2318548387096774
29147405,0.75,0,4.0,2.0,1.0,1.0,1125.0,85.0,4.9,4.87,4.76,8464,"Dublin 18, County Dublin, Ireland",Private room in home,0.0038082437275985663,0.22334229390681004
29230203,1.0,0,1.0,3.0,2.0,2.0,365.0,83.0,4.31,4.61,4.61,3481,"Dublin 2, County Dublin, Ireland",Entire cottage,0.009184587813620072,0.006048387096774193
29327769,0.93,0,4.0,1.0,1.0,1.0,365.0,92.0,4.71,4.71,5.0,49,Unknown,Private room in bed and breakfast,0.5945340501792115,0.013888888888888888
29510237,1.0,0,4.0,6.0,3.0,3.0,179.0,275.0,4.76,4.77,4.580000000000001,14641,"Dublin, County Dublin, Ireland",Entire condo,0.11559139784946236,0.08109318996415771
29564375,1.0,0,8.0,4.0,2.0,3.0,100.0,270.0,4.66,4.69,4.88,8649,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
29565005,1.0,1,5.0,1.0,1.0,1.0,14.0,118.0,4.9,5.0,4.96,2601,"Dublin , County Dublin, Ireland",Private room in home,0.0013440860215053765,0.22334229390681004
29656751,1.0,1,13.0,6.0,2.0,4.0,90.0,199.0,4.83,4.76,4.93,1764,"Dublin 6, County Dublin, Ireland",Entire rental unit,0.011200716845878136,0.2318548387096774
29929391,1.0,1,4.0,3.0,1.0,2.0,16.0,179.0,4.79,4.9,4.9,10000,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
30148818,1.0,0,1.0,2.0,1.0,1.0,365.0,99.0,4.13,4.33,4.47,225,Unknown,Entire home,0.5945340501792115,0.1646505376344086
30152276,1.0,0,1.0,4.0,2.0,2.0,9.0,271.0,4.0,3.0,5.0,1,"Dublin, County Dublin, Ireland",Entire home,0.11559139784946236,0.1646505376344086
30170582,0.86,0,273.0,6.0,3.0,3.0,365.0,495.0,4.88,4.86,4.91,107584,"Dublin 2, County Dublin, Ireland",Entire rental unit,0.009184587813620072,0.2318548387096774
30175375,0.78,0,1.0,6.0,3.0,3.0,1125.0,527.0,5.0,4.76,4.9,441,"Dundrum, County Dublin, Ireland",Entire bungalow,0.00022401433691756272,0.0038082437275985663
30290858,1.0,1,1.0,2.0,1.0,2.0,10.0,124.0,4.86,4.92,4.86,18496,"Dublin 13, County Dublin, Ireland",Entire guest suite,0.0035842293906810036,0.008736559139784945
30401653,1.0,1,5.0,4.0,2.0,4.0,60.0,284.0,4.82,4.8,4.74,24649,"Dublin, County Dublin, Ireland",Entire townhouse,0.11559139784946236,0.018145161290322582
30456517,1.0,0,12.0,2.0,1.0,1.0,365.0,223.0,4.23,4.45,4.14,484,"Dublin 1, County Dublin, Ireland",Room in hostel,0.02307347670250896,0.0008960573476702509
30456773,1.0,0,12.0,2.0,1.0,1.0,365.0,212.0,3.9400000000000004,4.0,4.29,289,"Dublin 1, County Dublin, Ireland",Room in hostel,0.02307347670250896,0.0008960573476702509
30456856,1.0,0,12.0,2.0,1.0,2.0,365.0,198.0,4.43,4.31,4.13,4900,"Dublin 1, County Dublin, Ireland",Room in hostel,0.02307347670250896,0.0008960573476702509
30459757,1.0,0,12.0,1.0,1.0,4.0,365.0,49.0,4.57,4.65,4.43,17689,"Dublin 1, County Dublin, Ireland",Shared room in hostel,0.02307347670250896,0.004256272401433692
30460618,1.0,0,12.0,1.0,1.0,6.0,365.0,43.0,4.51,4.65,4.47,10404,"Dublin 1, County Dublin, Ireland",Shared room in hostel,0.02307347670250896,0.004256272401433692
30460773,1.0,0,1.0,9.0,4.0,6.0,180.0,220.0,5.0,5.0,4.93,1849,"Dublin 13, County Dublin, Ireland",Entire home,0.0035842293906810036,0.1646505376344086
30460917,1.0,0,12.0,1.0,1.0,6.0,365.0,43.0,4.44,4.38,4.27,15876,"Dublin 1, County Dublin, Ireland",Shared room in hostel,0.02307347670250896,0.004256272401433692
30460997,1.0,0,12.0,1.0,1.0,8.0,365.0,43.0,4.33,4.56,4.44,2704,"Dublin 1, County Dublin, Ireland",Shared room in hostel,0.02307347670250896,0.004256272401433692
30461330,1.0,0,12.0,1.0,1.0,8.0,365.0,43.0,4.56,4.63,4.52,2704,"Dublin 1, County Dublin, Ireland",Shared room in hostel,0.02307347670250896,0.004256272401433692
30461814,1.0,0,12.0,1.0,1.0,12.0,365.0,43.0,4.55,4.53,4.56,5329,"Dublin 1, County Dublin, Ireland",Shared room in hostel,0.02307347670250896,0.004256272401433692
30461888,1.0,0,12.0,1.0,1.0,6.0,1125.0,43.0,4.53,4.61,4.6,42436,"Dublin 1, County Dublin, Ireland",Shared room in hostel,0.02307347670250896,0.004256272401433692
30462190,1.0,0,12.0,1.0,1.0,30.0,365.0,43.0,4.56,4.61,4.54,481636,"Dublin 1, County Dublin, Ireland",Shared room in hostel,0.02307347670250896,0.004256272401433692
30462260,1.0,0,12.0,1.0,1.0,28.0,365.0,43.0,4.52,4.57,4.59,355216,"Dublin 18, County Dublin, Ireland",Shared room in hostel,0.0038082437275985663,0.004256272401433692
30577129,1.0,0,5.0,2.0,1.0,2.0,365.0,150.0,4.59,4.57,4.65,7396,"Dublin 8, County Dublin, Ireland",Room in hostel,0.02710573476702509,0.0008960573476702509
30702838,1.0,0,5.0,1.0,1.0,8.0,365.0,59.0,4.65,4.59,4.56,64516,"Dublin 8, County Dublin, Ireland",Shared room in hostel,0.02710573476702509,0.004256272401433692
30702938,1.0,0,5.0,1.0,1.0,6.0,365.0,59.0,4.55,4.55,4.57,19321,"Dublin 8, County Dublin, Ireland",Shared room in hostel,0.02710573476702509,0.004256272401433692
30703041,1.0,0,5.0,1.0,1.0,6.0,365.0,59.0,4.54,4.48,4.45,71289,"Dublin 8, County Dublin, Ireland",Shared room in hostel,0.02710573476702509,0.004256272401433692
30703177,1.0,0,5.0,1.0,1.0,4.0,365.0,59.0,4.54,4.53,4.62,17689,"Dublin 8, County Dublin, Ireland",Shared room in hostel,0.02710573476702509,0.004256272401433692
30883157,1.0,0,1.0,2.0,1.0,1.0,5.0,75.0,4.66,4.68,4.6,50625,Unknown,Private room in condo,0.5945340501792115,0.05040322580645161
30962621,1.0,1,4.0,1.0,1.0,1.0,120.0,86.0,4.87,4.67,4.67,225,"Dublin 4, County Dublin, Ireland",Private room in home,0.012096774193548387,0.22334229390681004
30982222,1.0,0,11.0,2.0,1.0,1.0,200.0,59.0,4.91,4.82,4.95,484,"The Gallops, County Dublin, Ireland",Private room in guesthouse,0.0008960573476702509,0.007840501792114695
31112464,1.0,0,4.0,1.0,1.0,1.0,4.0,52.0,4.95,5.0,4.87,3025,"Dublin, Leinster, Ireland",Private room in home,0.0006720430107526882,0.22334229390681004
31212175,1.0,1,2.0,3.0,1.0,1.0,4.0,103.0,4.89,4.74,4.68,2209,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
31214851,0.5,0,1.0,1.0,0.0,1.0,90.0,51.0,4.68,4.61,4.76,1444,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
31353666,1.0,1,6.0,1.0,1.0,1.0,10.0,57.0,4.79,5.0,4.78,1764,"Dublin 15, County Dublin, Ireland",Private room in home,0.0020161290322580645,0.22334229390681004
31377279,1.0,1,1.0,4.0,2.0,2.0,1125.0,598.0,4.89,4.8,4.91,8464,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
31403919,0.97,1,7.0,4.0,2.0,2.0,1125.0,168.0,4.89,4.87,4.97,38025,"Dublin 8, County Dublin, Ireland",Entire rental unit,0.02710573476702509,0.2318548387096774
31458481,0.9,0,12.0,2.0,1.0,1.0,1125.0,162.0,4.72,4.65,4.87,19044,"Dublin 2, County Dublin, Ireland",Entire rental unit,0.009184587813620072,0.2318548387096774
31481523,0.4,0,3.0,7.0,4.0,4.0,1125.0,750.0,5.0,4.88,5.0,64,Unknown,Entire home,0.5945340501792115,0.1646505376344086
31490247,1.0,1,1.0,4.0,2.0,2.0,14.0,130.0,4.92,4.86,4.9,17424,"Hazardstown Naul, County Dublin, Ireland",Entire guest suite,0.00022401433691756272,0.008736559139784945
31522365,1.0,1,2.0,2.0,1.0,1.0,1125.0,140.0,4.93,4.89,4.78,16900,"Dublin 4, County Dublin, Ireland",Private room in home,0.012096774193548387,0.22334229390681004
31529345,1.0,0,8.0,4.0,2.0,2.0,60.0,253.0,4.33,4.38,4.67,441,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
31661855,1.0,1,3.0,5.0,3.0,3.0,90.0,311.0,4.92,4.8,4.9,135424,"Dublin 2, Co. Dublin, Ireland",Entire rental unit,0.00044802867383512545,0.2318548387096774
31774070,0.98,0,32.0,1.0,1.0,1.0,30.0,50.0,4.5,4.15,4.45,400,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
31774348,0.98,0,32.0,1.0,1.0,1.0,30.0,50.0,4.58,4.33,4.75,144,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
32014671,0.6,0,1.0,2.0,1.0,1.0,365.0,135.0,5.0,5.0,5.0,256,Unknown,Entire condo,0.5945340501792115,0.08109318996415771
32106572,1.0,0,1.0,3.0,1.0,3.0,21.0,191.0,4.36,4.8,4.36,625,"Grange Abbey, County Dublin, Ireland",Private room in home,0.00022401433691756272,0.22334229390681004
32107713,1.0,1,4.0,2.0,1.0,1.0,1125.0,65.0,4.88,4.84,4.8,20736,"Harold's Cross, County Dublin, Ireland",Entire rental unit,0.0015681003584229391,0.2318548387096774
32118879,0.98,0,32.0,1.0,1.0,1.0,30.0,50.0,4.45,4.36,4.64,121,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
32153355,1.0,0,1.0,6.0,3.0,3.0,30.0,479.0,4.57,4.79,4.92,5184,"Dublin 2, County Dublin, Ireland",Entire rental unit,0.009184587813620072,0.2318548387096774
32307775,0.98,0,44.0,7.0,3.0,5.0,1125.0,596.0,4.52,4.68,4.91,6561,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
32361122,1.0,0,1.0,4.0,2.0,2.0,60.0,170.0,4.6,4.44,4.84,625,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
32488160,1.0,1,5.0,10.0,5.0,8.0,30.0,614.0,5.0,5.0,5.0,36,"Blackrock, County Dublin, Ireland",Entire home,0.004704301075268817,0.1646505376344086
32498446,1.0,1,3.0,4.0,2.0,2.0,14.0,318.0,4.8,4.75,4.8,16900,"Dublin 4, County Dublin, Ireland",Entire home,0.012096774193548387,0.1646505376344086
32499291,1.0,0,2.0,7.0,4.0,4.0,45.0,206.0,4.73,4.81,4.66,54756,Unknown,Entire home,0.5945340501792115,0.1646505376344086
32515533,0.8,1,1.0,2.0,1.0,1.0,30.0,127.0,4.84,4.76,4.71,3969,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
32526206,1.0,1,4.0,1.0,1.0,1.0,14.0,47.0,4.96,4.99,4.76,29241,"Dublin, County Dublin, Ireland",Private room in home,0.11559139784946236,0.22334229390681004
32533650,1.0,1,4.0,1.0,1.0,1.0,14.0,47.0,4.93,4.97,4.76,14161,"Dublin, County Dublin, Ireland",Private room in bed and breakfast,0.11559139784946236,0.013888888888888888
32662614,0.86,0,273.0,2.0,1.0,1.0,1125.0,113.0,4.61,4.66,4.709999999999999,3249,"Dublin 6, County Dublin, Ireland",Entire rental unit,0.011200716845878136,0.2318548387096774
32782397,1.0,1,2.0,1.0,1.0,2.0,7.0,75.0,4.89,4.91,4.84,13456,"Dundrum Dublin, Leinster, Ireland",Private room in home,0.00022401433691756272,0.22334229390681004
32803356,1.0,1,1.0,6.0,3.0,4.0,31.0,171.0,4.95,4.72,4.95,10404,"Rush, County Dublin, Ireland",Entire bungalow,0.0011200716845878136,0.0038082437275985663
32838554,1.0,1,2.0,4.0,1.0,2.0,14.0,87.0,4.69,4.23,4.69,169,"Drumcondra, County Dublin, Ireland",Entire rental unit,0.0015681003584229391,0.2318548387096774
32839694,1.0,1,2.0,2.0,1.0,1.0,2.0,69.0,4.82,4.73,4.59,23409,"Drumcondra, County Dublin, Ireland",Private room in rental unit,0.0015681003584229391,0.09363799283154121
32842487,1.0,1,4.0,2.0,1.0,1.0,90.0,110.0,4.96,4.9399999999999995,4.99,10816,"Dublin, County Dublin, Ireland",Entire condo,0.11559139784946236,0.08109318996415771
32859054,1.0,0,1.0,8.0,1.0,4.0,7.0,184.0,4.81,4.81,4.64,351649,"Dublin, County Dublin, Ireland",Entire guesthouse,0.11559139784946236,0.009632616487455198
32958240,1.0,1,13.0,2.0,0.0,1.0,90.0,110.0,4.87,4.71,4.94,3969,"Dublin 6, County Dublin, Ireland",Entire rental unit,0.011200716845878136,0.2318548387096774
32974472,1.0,0,2.0,4.0,2.0,3.0,1125.0,122.0,4.76,4.84,4.88,6724,"Dublin 2, County Dublin, Ireland",Entire rental unit,0.009184587813620072,0.2318548387096774
32984428,1.0,1,2.0,2.0,1.0,1.0,1125.0,126.0,4.85,4.77,4.88,78400,"Drumcondra, Dublin 9, Ireland",Entire rental unit,0.00022401433691756272,0.2318548387096774
33004145,0.96,0,8.0,3.0,1.0,1.0,1125.0,148.0,4.33,4.41,4.79,5776,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
33017556,1.0,1,5.0,1.0,1.0,1.0,14.0,116.0,4.87,4.96,4.85,2704,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
33060188,1.0,1,5.0,3.0,1.0,2.0,365.0,195.0,4.58,4.54,4.74,5184,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
33162291,1.0,1,2.0,3.0,1.0,2.0,1125.0,81.0,4.82,4.68,4.669999999999999,211140,Unknown,Private room in townhouse,0.5945340501792115,0.02486559139784946
33385761,0.92,1,2.0,2.0,1.0,1.0,15.0,156.0,4.87,4.919999999999999,4.82,11449,"Dublin, County Dublin, Ireland",Entire condo,0.11559139784946236,0.08109318996415771
33441207,1.0,1,4.0,2.0,1.0,1.0,1125.0,85.0,4.79,4.79,4.67,1521,"Dublin, County Dublin, Ireland",Private room in home,0.11559139784946236,0.22334229390681004
33442680,0.98,0,32.0,1.0,1.0,1.0,30.0,62.0,4.25,4.25,4.25,16,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
33465940,0.89,0,210.0,4.0,1.0,2.0,1125.0,185.0,4.63,4.54,4.91,6241,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
33512093,1.0,0,1.0,8.0,4.0,5.0,30.0,553.0,4.92,4.78,4.86,18225,"Ashtown, County Dublin, Ireland",Entire bungalow,0.00044802867383512545,0.0038082437275985663
33611917,1.0,0,1.0,1.0,1.0,1.0,31.0,100.0,4.83,5.0,4.83,36,Unknown,Private room in condo,0.5945340501792115,0.05040322580645161
33681132,0.97,0,29.0,4.0,2.0,2.0,1125.0,160.0,4.45,4.55,4.5,1444,Unknown,Entire serviced apartment,0.5945340501792115,0.008736559139784945
33740519,1.0,0,1.0,4.0,2.0,2.0,30.0,644.0,5.0,5.0,5.0,49,"Dublin 4, County Dublin, Ireland",Entire home,0.012096774193548387,0.1646505376344086
33741110,1.0,1,4.0,2.0,1.0,1.0,1125.0,75.0,4.79,4.63,4.53,361,"Dublin, County Dublin, Ireland",Private room in home,0.11559139784946236,0.22334229390681004
33781259,0.95,0,1.0,2.0,1.0,1.0,1125.0,135.0,4.74,4.5,4.91,2116,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
33835587,1.0,0,4.0,4.0,2.0,2.0,98.0,250.0,4.48,4.29,4.78,15876,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
33874964,1.0,1,29.0,8.0,4.0,5.0,365.0,1800.0,4.88,4.79,4.93,9025,"Dublin, County Dublin, Ireland",Entire home,0.11559139784946236,0.1646505376344086
33932757,1.0,1,4.0,2.0,1.0,1.0,31.0,108.0,4.99,5.0,4.91,60516,"Dublin, County Dublin, Ireland",Private room in home,0.11559139784946236,0.22334229390681004
33938932,1.0,0,34.0,12.0,4.0,12.0,1125.0,279.0,4.58,4.75,4.75,144,Unknown,Entire condo,0.5945340501792115,0.08109318996415771
33994063,1.0,1,1.0,4.0,2.0,2.0,30.0,225.0,4.77,4.84,4.78,11236,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
34062848,1.0,1,3.0,2.0,1.0,2.0,180.0,63.0,5.0,4.95,4.91,484,"Dublin, County Dublin, Ireland",Private room in home,0.11559139784946236,0.22334229390681004
34121652,1.0,1,6.0,10.0,3.0,7.0,48.0,285.0,4.79,4.8,4.64,163216,"Dublin , Dublin 8, Ireland",Entire rental unit,0.00022401433691756272,0.2318548387096774
34165894,0.98,0,32.0,1.0,1.0,1.0,1125.0,60.0,4.43,4.71,3.29,49,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
34167355,0.98,0,32.0,1.0,1.0,1.0,1125.0,68.0,4.25,4.38,4.0,64,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
34167730,0.98,0,32.0,1.0,1.0,0.0,1125.0,56.0,4.78,4.67,4.67,81,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
34167849,0.98,0,32.0,1.0,1.0,1.0,30.0,50.0,4.33,4.67,4.67,9,Unknown,Private room,0.5945340501792115,0.0020161290322580645
34168419,0.98,0,32.0,1.0,1.0,1.0,30.0,50.0,5.0,4.0,4.0,1,Unknown,Private room,0.5945340501792115,0.0020161290322580645
34168576,0.98,0,32.0,1.0,1.0,1.0,30.0,54.0,4.83,4.79,4.75,576,Unknown,Private room,0.5945340501792115,0.0020161290322580645
34169029,0.98,0,32.0,1.0,1.0,1.0,30.0,58.0,4.0,5.0,4.0,1,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
34169391,0.98,0,32.0,1.0,1.0,1.0,1125.0,63.0,4.67,4.33,4.67,9,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
34169516,0.98,0,32.0,1.0,1.0,1.0,1125.0,60.0,4.56,4.44,4.56,81,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
34405294,1.0,0,1.0,7.0,4.0,5.0,1125.0,346.0,4.69,4.75,4.81,256,"Malahide, County Dublin, Ireland",Entire home,0.002240143369175627,0.1646505376344086
34506178,1.0,0,3.0,2.0,1.0,1.0,365.0,55.0,5.0,4.77,4.62,169,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
34552881,1.0,0,36.0,1.0,0.0,0.0,1125.0,72.0,4.37,4.17,4.69,10000,"Dublin, County Dublin, Ireland",Shared room in hostel,0.11559139784946236,0.004256272401433692
34571694,0.91,0,19.0,1.0,1.0,1.0,122.0,96.0,4.68,4.63,4.58,361,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
34598110,0.91,0,19.0,2.0,2.0,1.0,122.0,77.0,4.58,4.73,4.56,3025,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
34640460,0.91,0,19.0,2.0,2.0,1.0,122.0,100.0,4.67,4.46,4.54,1521,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
34691862,0.91,0,19.0,2.0,2.0,1.0,122.0,100.0,4.61,4.74,4.54,6400,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
34692075,0.91,0,19.0,1.0,1.0,1.0,122.0,90.0,4.44,4.59,4.47,1156,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
34730876,0.91,0,19.0,2.0,1.0,1.0,122.0,66.0,4.8,4.8,4.8,225,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
34733733,1.0,1,8.0,7.0,2.0,5.0,180.0,386.0,4.94,4.96,4.83,20449,"Dublin 1, Ireland",Entire place,0.003360215053763441,0.0035842293906810036
34736280,1.0,0,7.0,6.0,2.0,3.0,90.0,248.0,4.69,4.65,4.86,80656,"Dublin, County Dublin, Ireland",Entire townhouse,0.11559139784946236,0.018145161290322582
