id_x,host_response_rate,host_is_superhost,host_listings_count,accommodates,bedrooms,beds,maximum_nights,price,review_scores_rating,review_scores_cleanliness,review_scores_location,number_of_reviews,neighbourhood,property_type,neighbourhood_freq,property_type_freq
44077,1.0,1,2.0,2.0,1.0,2.0,30.0,76.0,4.81,4.76,4.68,144400,"Churchtown, Ireland",Private room in bungalow,0.00044802867383512545,0.004032258064516129
85156,1.0,1,2.0,2.0,1.0,1.0,21.0,91.0,4.81,4.76,4.64,117649,"Churchtown, Ireland",Private room in bungalow,0.00044802867383512545,0.004032258064516129
159889,1.0,0,3.0,1.0,1.0,1.0,14.0,45.0,4.75,4.71,4.65,202500,"Dublin, Ireland",Private room in home,0.031137992831541218,0.22334229390681004
165828,0.75,0,4.0,5.0,1.0,3.0,365.0,256.0,4.67,4.73,4.4,7056,"Dublin, Ireland",Entire rental unit,0.031137992831541218,0.2318548387096774
165829,0.75,0,4.0,5.0,1.0,3.0,365.0,228.0,4.72,4.76,4.4,7225,"Dublin, Ireland",Entire rental unit,0.031137992831541218,0.2318548387096774
237465,1.0,0,3.0,2.0,1.0,1.0,4.0,74.0,4.56,4.57,4.39,337561,"Dublin, Ireland",Entire rental unit,0.031137992831541218,0.2318548387096774
245903,1.0,1,1.0,1.0,1.0,1.0,180.0,30.0,4.94,4.88,4.67,2401,"Lucan, County Dublin, Ireland",Private room in home,0.005824372759856631,0.22334229390681004
266654,0.71,0,1.0,1.0,1.0,1.0,12.0,34.0,4.86,4.7,4.55,5041,"Dublin, Ireland",Private room in home,0.031137992831541218,0.22334229390681004
274969,1.0,0,1.0,4.0,2.0,2.0,60.0,151.0,5.0,5.0,5.0,4,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
292757,1.0,1,1.0,9.0,4.0,5.0,1125.0,130.0,4.94,4.83,4.95,240100,"Dublin, Ireland",Entire home,0.031137992831541218,0.1646505376344086
302554,1.0,0,8.0,5.0,1.0,2.0,365.0,197.0,4.68,4.82,4.52,6084,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
302634,1.0,0,8.0,2.0,1.0,2.0,365.0,105.0,4.65,4.73,4.56,31684,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
333950,1.0,1,2.0,2.0,1.0,1.0,5.0,98.0,4.78,4.58,4.9,88804,"Dublin, County Dublin, Ireland",Private room in townhouse,0.11559139784946236,0.02486559139784946
365854,1.0,0,1.0,2.0,1.0,1.0,365.0,187.0,4.24,4.45,4.32,38416,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
374792,0.75,0,4.0,4.0,1.0,3.0,365.0,239.0,4.5,4.62,4.41,1369,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
380174,1.0,0,1.0,2.0,1.0,1.0,180.0,180.0,4.58,4.25,4.75,144,Unknown,Entire condo,0.5945340501792115,0.08109318996415771
419987,1.0,0,8.0,6.0,1.0,3.0,365.0,224.0,4.78,4.81,4.53,31684,"Dublin, County Dublin, Ireland",Entire rental unit,0.11559139784946236,0.2318548387096774
424596,1.0,1,4.0,3.0,1.0,1.0,1124.0,148.0,4.85,4.91,4.63,442225,"Dublin, County Dublin, Ireland",Entire loft,0.11559139784946236,0.0031362007168458782
426326,1.0,0,3.0,3.0,3.0,3.0,14.0,125.0,4.61,4.5,4.56,71289,"Dublin, County Dublin, Ireland",Private room in home,0.11559139784946236,0.22334229390681004
427077,1.0,1,4.0,3.0,1.0,1.0,1124.0,157.0,4.84,4.91,4.62,380689,"Dublin, County Dublin, Ireland",Entire loft,0.11559139784946236,0.0031362007168458782
427495,1.0,0,3.0,2.0,17.0,1.0,12.0,110.0,4.6,4.5,4.51,35344,"Dublin, County Dublin, Ireland",Private room in home,0.11559139784946236,0.22334229390681004
451611,1.0,1,2.0,2.0,1.0,1.0,31.0,157.0,4.65,4.5,4.88,425104,Ireland,Entire condo,0.0008960573476702509,0.08109318996415771
468082,1.0,1,3.0,5.0,2.0,3.0,21.0,135.0,4.73,4.75,4.79,171396,"Lucan, County Dublin, Ireland",Private room in home,0.005824372759856631,0.22334229390681004
522667,1.0,1,4.0,3.0,1.0,1.0,1124.0,148.0,4.82,4.94,4.65,294849,"Dublin, County Dublin, Ireland",Entire loft,0.11559139784946236,0.0031362007168458782
526767,1.0,1,3.0,3.0,0.0,2.0,60.0,180.0,4.91,4.92,4.93,490000,"Dublin, Ireland",Entire loft,0.031137992831541218,0.0031362007168458782
587218,1.0,1,1.0,2.0,1.0,1.0,7.0,90.0,4.98,4.97,4.81,102400,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
592840,1.0,1,3.0,1.0,1.0,1.0,10.0,74.0,4.91,4.97,4.94,15876,"Lucan, County Dublin, Ireland",Private room in home,0.005824372759856631,0.22334229390681004
631270,1.0,1,2.0,1.0,1.0,2.0,30.0,111.0,4.89,4.89,4.84,4356,"Ringsend, Dublin, Ireland",Private room in townhouse,0.00044802867383512545,0.02486559139784946
654589,1.0,0,2.0,4.0,2.0,3.0,1125.0,200.0,4.75,4.82,4.94,450241,"Dublin, Ireland",Entire condo,0.031137992831541218,0.08109318996415771
690119,1.0,1,1.0,4.0,2.0,2.0,14.0,365.0,4.9,4.85,4.74,63001,"Dundrum, Dublin, Ireland",Entire cottage,0.00022401433691756272,0.006048387096774193
726011,1.0,1,1.0,3.0,1.0,2.0,1125.0,146.0,4.93,4.91,4.970000000000001,51529,"Skerries, Co. Dublin, Ireland",Entire rental unit,0.00022401433691756272,0.2318548387096774
726075,1.0,0,10.0,5.0,3.0,5.0,90.0,125.0,4.5,4.25,5.0,16,"Dublin, Ireland",Entire townhouse,0.031137992831541218,0.018145161290322582
742656,0.83,0,2.0,2.0,1.0,1.0,1001.0,70.0,4.59,4.42,4.78,245025,"Dublin, Ireland",Private room in rental unit,0.031137992831541218,0.09363799283154121
871174,1.0,0,3.0,3.0,1.0,3.0,30.0,62.0,4.56,4.3,4.65,131769,"Clontarf, Dublin, Ireland",Private room in home,0.0029121863799283156,0.22334229390681004
872539,1.0,1,1.0,4.0,2.0,2.0,7.0,298.0,4.81,4.92,4.54,26896,Unknown,Entire cottage,0.5945340501792115,0.006048387096774193
998407,1.0,0,3.0,2.0,0.0,1.0,4.0,64.0,4.31,4.44,4.3,122500,"Donaghmede, Dublin, Ireland",Entire rental unit,0.00022401433691756272,0.2318548387096774
999963,1.0,0,2.0,6.0,3.0,8.0,365.0,405.0,4.91,4.73,4.73,121,"Dublin, Leinster, Ireland",Entire home,0.0006720430107526882,0.1646505376344086
1086416,1.0,1,1.0,2.0,1.0,1.0,7.0,136.0,4.88,4.94,4.61,88209,"Dublin, Ireland",Entire rental unit,0.031137992831541218,0.2318548387096774
1173029,1.0,1,1.0,4.0,2.0,2.0,30.0,320.0,4.83,4.83,4.76,255025,"Dublin, Ireland",Entire home,0.031137992831541218,0.1646505376344086
1207950,1.0,1,1.0,8.0,4.0,4.0,28.0,390.0,4.94,4.97,4.85,10404,"Ballinteer, Dublin, Ireland",Entire home,0.00022401433691756272,0.1646505376344086
1255270,1.0,1,2.0,1.0,1.0,0.0,360.0,36.0,4.91,4.95,4.59,484,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
1270261,0.67,0,1.0,6.0,1.0,6.0,1125.0,50.0,4.85,4.83,4.75,169,"Dublin, Ireland",Private room in home,0.031137992831541218,0.22334229390681004
1299470,1.0,0,1.0,12.0,5.0,8.0,365.0,585.0,4.88,5.0,4.88,64,Unknown,Entire home,0.5945340501792115,0.1646505376344086
1364560,1.0,0,2.0,2.0,1.0,2.0,5.0,100.0,4.73,4.89,4.43,29241,"Dublin, Ireland",Private room in home,0.031137992831541218,0.22334229390681004
1407832,1.0,0,1.0,6.0,4.0,4.0,28.0,444.0,4.94,4.88,4.79,4225,"Blackrock, Dublin, Ireland",Entire home,0.0008960573476702509,0.1646505376344086
1466234,1.0,1,1.0,1.0,1.0,1.0,30.0,56.0,4.79,4.68,4.57,52441,"Dublin, Ireland",Private room in home,0.031137992831541218,0.22334229390681004
1478255,1.0,0,1.0,4.0,1.0,3.0,365.0,238.0,4.67,4.67,4.73,1089,Unknown,Entire home,0.5945340501792115,0.1646505376344086
1559929,1.0,0,2.0,1.0,1.0,1.0,4.0,85.0,4.92,4.95,4.92,4356,"Dublin, Ireland",Private room in home,0.031137992831541218,0.22334229390681004
1596451,1.0,0,1.0,8.0,3.0,4.0,7.0,1000.0,4.61,4.18,3.6500000000000004,324,"Dublin 3, Ireland",Entire home,0.00022401433691756272,0.1646505376344086
1600779,1.0,0,2.0,2.0,1.0,1.0,4.0,110.0,4.91,4.87,4.89,6241,"Dublin, Ireland",Private room in townhouse,0.031137992831541218,0.02486559139784946
1729959,1.0,0,2.0,6.0,3.0,5.0,1125.0,215.0,4.88,4.0,4.88,64,Unknown,Entire home,0.5945340501792115,0.1646505376344086
1906221,1.0,1,3.0,2.0,1.0,1.0,90.0,138.0,4.9,4.94,4.61,362404,"Dolphins Barn, Dublin, Ireland",Private room in condo,0.00044802867383512545,0.05040322580645161
1943366,1.0,0,8.0,6.0,1.0,2.0,365.0,224.0,4.82,4.87,4.67,27225,"Dublin, Ireland",Entire condo,0.031137992831541218,0.08109318996415771
1963074,1.0,0,1.0,2.0,1.0,1.0,1125.0,125.0,4.97,4.98,4.81,611524,"Glasnevin, Dublin, Ireland",Private room in home,0.0006720430107526882,0.22334229390681004
2026810,0.92,0,2.0,1.0,3.0,1.0,1125.0,58.0,4.74,4.71,4.87,147456,"Ranelagh, Dublin, Ireland",Private room in home,0.0017921146953405018,0.22334229390681004
2164444,0.9,0,3.0,2.0,1.0,1.0,30.0,91.0,4.53,4.41,4.81,321489,"Dublin, Ireland",Private room in townhouse,0.031137992831541218,0.02486559139784946
2241137,0.7,0,4.0,8.0,1.0,1.0,365.0,97.0,4.8,4.65,4.7,400,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
2275065,1.0,0,1.0,6.0,3.0,3.0,14.0,1000.0,4.85,4.95,4.95,1521,"Ballsbridge, Dublin, Ireland",Entire townhouse,0.0015681003584229391,0.018145161290322582
2283713,0.83,0,2.0,2.0,1.0,1.0,1001.0,79.0,4.59,4.46,4.86,136900,"Dublin, Ireland",Private room in rental unit,0.031137992831541218,0.09363799283154121
2345315,1.0,0,3.0,2.0,1.0,1.0,365.0,60.0,4.72,4.73,4.5,51984,"Dublin, Ireland",Private room in townhouse,0.031137992831541218,0.02486559139784946
2394893,1.0,1,3.0,2.0,1.0,1.0,21.0,104.0,4.93,4.94,4.8,72361,"Santry, Dublin, Ireland",Private room in bed and breakfast,0.0006720430107526882,0.013888888888888888
2415104,1.0,1,6.0,6.0,2.0,4.0,365.0,360.0,4.9,4.74,4.94,82369,"Dublin, Ireland",Entire home,0.031137992831541218,0.1646505376344086
2427857,1.0,1,3.0,2.0,1.0,0.0,31.0,102.0,4.96,4.94,4.81,74529,"Santry, Dublin, Ireland",Private room in townhouse,0.0006720430107526882,0.02486559139784946
2466169,1.0,1,2.0,2.0,0.0,1.0,120.0,69.0,4.659999999999999,4.7,4.64,56644,Unknown,Entire rental unit,0.5945340501792115,0.2318548387096774
2471794,0.9,1,1.0,2.0,1.0,2.0,14.0,110.0,4.89,4.91,4.89,27556,"Dun Laoghaire, Dublin, Ireland",Private room in townhouse,0.0006720430107526882,0.02486559139784946
2486255,1.0,1,3.0,2.0,1.0,1.0,7.0,100.0,4.8,5.0,4.8,25,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
2489550,0.98,0,26.0,2.0,1.0,2.0,1125.0,138.0,4.88,4.87,4.97,236196,"Dublin, Ireland",Entire condo,0.031137992831541218,0.08109318996415771
2574203,1.0,1,1.0,1.0,1.0,1.0,3.0,58.0,4.91,4.92,4.72,322624,"Ballyfermot, Dublin, Ireland",Private room in townhouse,0.00044802867383512545,0.02486559139784946
2657582,0.83,0,1.0,2.0,1.0,1.0,360.0,65.0,4.95,4.95,4.8,400,"Milltown, Dublin 6, Ireland",Private room in condo,0.00022401433691756272,0.05040322580645161
2686112,0.8,0,1.0,2.0,1.0,1.0,1125.0,110.0,4.58,4.62,4.88,8464,"Dublin, Ireland",Private room in rental unit,0.031137992831541218,0.09363799283154121
2691951,1.0,0,1.0,4.0,2.0,2.0,14.0,320.0,4.959999999999999,4.99,4.9,12996,"Blackrock, Dublin, Ireland",Entire guest suite,0.0008960573476702509,0.008736559139784945
2734096,0.8,0,5.0,1.0,1.0,1.0,60.0,200.0,4.91,4.74,4.96,529,"Dublin, Ireland",Private room in rental unit,0.031137992831541218,0.09363799283154121
2754860,1.0,0,1.0,14.0,6.0,9.0,31.0,750.0,5.0,4.83,5.0,36,"Garristown, Dublin, Ireland",Entire home,0.00022401433691756272,0.1646505376344086
2770813,0.97,0,4.0,3.0,1.0,2.0,1000.0,120.0,4.73,4.82,4.76,50625,"Clontarf, Dublin, Ireland",Private room in home,0.0029121863799283156,0.22334229390681004
2791857,1.0,1,3.0,2.0,1.0,1.0,21.0,119.0,4.94,4.93,4.86,72361,"Santry, Dublin 9, Ireland",Private room in townhouse,0.00022401433691756272,0.02486559139784946
2850155,1.0,0,1.0,6.0,3.0,4.0,56.0,315.0,5.0,5.0,4.9,100,"Dublin, County Dublin, Ireland",Entire home,0.11559139784946236,0.1646505376344086
2874272,1.0,0,8.0,2.0,1.0,1.0,365.0,100.0,4.6,4.75,4.54,42436,"Dublin 7, Dublin, Ireland",Entire rental unit,0.0008960573476702509,0.2318548387096774
3009793,0.75,0,4.0,2.0,0.0,1.0,365.0,125.0,4.51,4.74,4.71,1225,"Dublin, Ireland",Entire rental unit,0.031137992831541218,0.2318548387096774
3012532,1.0,1,5.0,6.0,2.0,4.0,30.0,135.0,4.85,4.85,4.8,37249,"Rush, Co. Dublin, Ireland",Entire condo,0.00044802867383512545,0.08109318996415771
3031518,0.97,0,4.0,2.0,1.0,1.0,1000.0,120.0,4.69,4.84,4.809999999999999,11664,"Clontarf, Dublin, Ireland",Private room in home,0.0029121863799283156,0.22334229390681004
3042183,0.97,0,4.0,2.0,1.0,1.0,1125.0,125.0,4.82,4.89,4.77,4356,"Clontarf, Dublin, Ireland",Private room in home,0.0029121863799283156,0.22334229390681004
3042237,0.97,0,4.0,1.0,1.0,1.0,1125.0,70.0,4.9,4.92,4.86,21904,"Clontarf, Dublin, Ireland",Private room in bed and breakfast,0.0029121863799283156,0.013888888888888888
3096382,1.0,1,3.0,6.0,2.0,3.0,365.0,300.0,4.78,4.71,4.87,118336,"Dublin 2, County Dublin, Ireland",Entire townhouse,0.009184587813620072,0.018145161290322582
3111610,1.0,1,1.0,4.0,3.0,3.0,10.0,261.0,5.0,5.0,4.91,121,Unknown,Entire home,0.5945340501792115,0.1646505376344086
3137058,1.0,0,2.0,2.0,1.0,1.0,90.0,95.0,4.91,4.97,4.65,15876,"Rialto, County Dublin, Ireland",Private room in townhouse,0.00044802867383512545,0.02486559139784946
3188621,1.0,0,1.0,3.0,1.0,2.0,180.0,71.0,4.52,4.54,4.71,58081,"Dublin, Ireland",Private room in condo,0.031137992831541218,0.05040322580645161
3249669,1.0,0,1.0,2.0,1.0,1.0,14.0,143.0,3.5,3.0,4.0,4,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
3281268,1.0,0,1.0,8.0,5.0,5.0,7.0,400.0,4.77,4.68,4.73,484,"Sutton, Dublin 13, Ireland",Entire home,0.00044802867383512545,0.1646505376344086
3389175,1.0,0,3.0,4.0,2.0,3.0,150.0,128.0,4.77,4.7,4.88,8464,"Dublin, Ireland",Entire rental unit,0.031137992831541218,0.2318548387096774
3394094,1.0,1,1.0,1.0,1.0,1.0,30.0,79.0,4.77,4.85,4.87,73441,"Dublin, Ireland",Private room in rental unit,0.031137992831541218,0.09363799283154121
3474511,1.0,1,1.0,2.0,1.0,1.0,10.0,116.0,4.95,4.97,4.94,573049,"Dublin, Ireland",Private room in townhouse,0.031137992831541218,0.02486559139784946
3592153,1.0,1,1.0,8.0,4.0,4.0,14.0,855.0,4.83,4.75,4.9,43681,"Ballsbridge, Dublin, Ireland",Entire townhouse,0.0015681003584229391,0.018145161290322582
3692952,1.0,0,1.0,5.0,3.0,0.0,45.0,342.0,4.64,4.52,4.88,2500,"Ranelagh, Dublin, Ireland",Entire townhouse,0.0017921146953405018,0.018145161290322582
3698469,1.0,1,2.0,2.0,1.0,1.0,14.0,84.0,4.94,4.9,4.93,8836,"Killiney, Dublin, Ireland",Private room in bungalow,0.00044802867383512545,0.004032258064516129
3746469,1.0,1,2.0,2.0,1.0,2.0,7.0,51.0,4.79,4.74,4.87,35532,"Dalkey, Co.Dublin, Ireland",Private room in bed and breakfast,0.00022401433691756272,0.013888888888888888
3749697,1.0,1,2.0,1.0,1.0,0.0,10.0,60.0,4.87,4.87,4.92,76729,"Dalkey, Dublin, Ireland",Private room in home,0.0008960573476702509,0.22334229390681004
3770752,1.0,1,5.0,2.0,1.0,1.0,10.0,86.0,4.89,4.91,4.78,159201,"Dublin, Ireland",Private room in home,0.031137992831541218,0.22334229390681004
3789686,1.0,1,1.0,2.0,1.0,1.0,730.0,113.0,4.81,4.93,4.9,235225,"Dublin, Ireland",Private room in rental unit,0.031137992831541218,0.09363799283154121
3841286,1.0,0,2.0,4.0,2.0,2.0,4.0,298.0,4.87,4.929999999999999,4.87,225,"Ringsend, Dublin, Ireland",Entire home,0.00044802867383512545,0.1646505376344086
3868060,1.0,0,3.0,2.0,1.0,1.0,730.0,55.0,5.0,4.83,4.83,36,"Blackrock, Dublin, Ireland",Private room in bungalow,0.0008960573476702509,0.004032258064516129
3882631,1.0,0,2.0,2.0,1.0,3.0,365.0,209.0,4.81,4.81,4.82,50625,"Dublin 6, County Dublin, Ireland",Entire townhouse,0.011200716845878136,0.018145161290322582
3951360,1.0,1,4.0,4.0,1.0,3.0,1125.0,79.0,4.860000000000001,4.91,4.85,52900,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
3965249,1.0,1,4.0,4.0,1.0,5.0,1125.0,77.0,4.86,4.88,4.87,70225,"Rush, County Dublin, Ireland",Private room in home,0.0011200716845878136,0.22334229390681004
3991589,1.0,1,1.0,1.0,1.0,1.0,40.0,67.0,4.91,4.87,4.75,34969,"Dublin, Ireland",Private room in townhouse,0.031137992831541218,0.02486559139784946
4067786,0.9,1,3.0,4.0,2.0,2.0,180.0,200.0,4.95,4.95,5.0,1764,"Dublin, Ireland",Entire rental unit,0.031137992831541218,0.2318548387096774
4092157,0.0,0,2.0,2.0,4.0,4.0,5.0,49.0,4.71,4.33,4.67,441,"Bray, Dublin, Ireland",Private room in home,0.00022401433691756272,0.22334229390681004
4160003,1.0,0,2.0,1.0,1.0,1.0,7.0,49.0,4.83,4.86,4.69,841,"Booterstown, Dublin, Ireland",Private room in home,0.00022401433691756272,0.22334229390681004
4177992,1.0,1,5.0,1.0,1.0,1.0,40.0,64.0,4.94,4.92,4.84,91809,"Clontarf, Dublin, Ireland",Private room in home,0.0029121863799283156,0.22334229390681004
4178309,1.0,1,5.0,2.0,1.0,1.0,120.0,65.0,4.94,4.86,4.83,82944,"Clontarf, Dublin, Ireland",Private room in home,0.0029121863799283156,0.22334229390681004
4229727,1.0,1,5.0,2.0,1.0,1.0,150.0,64.0,4.86,4.900000000000001,4.83,49284,"Clontarf, County Dublin, Ireland",Private room in home,0.00022401433691756272,0.22334229390681004
4229865,1.0,1,5.0,2.0,1.0,2.0,1125.0,72.0,4.94,4.92,4.78,22201,"Clontarf, Dublin, Ireland",Private room in home,0.0029121863799283156,0.22334229390681004
4230879,1.0,1,1.0,5.0,3.0,3.0,21.0,340.0,4.88,4.85,4.68,1156,"Dublin, County Dublin, Ireland",Entire home,0.11559139784946236,0.1646505376344086
4261174,1.0,0,1.0,6.0,3.0,4.0,28.0,664.0,4.94,4.94,4.94,324,Unknown,Entire home,0.5945340501792115,0.1646505376344086
4294854,1.0,0,2.0,2.0,1.0,1.0,70.0,70.0,4.56,4.64,4.71,34225,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
4310584,1.0,1,3.0,2.0,1.0,1.0,31.0,80.0,4.85,4.95,4.58,29584,"Dublin, County Dublin, Ireland",Private room in home,0.11559139784946236,0.22334229390681004
4337495,1.0,0,1.0,2.0,1.0,1.0,1125.0,108.0,4.81,4.65,4.86,6400,"Ranelagh, Dublin, Ireland",Entire townhouse,0.0017921146953405018,0.018145161290322582
4378260,1.0,0,1.0,1.0,1.0,1.0,1125.0,73.0,4.81,4.82,4.85,27225,"Dublin, Ireland",Private room in rental unit,0.031137992831541218,0.09363799283154121
4386838,1.0,0,7.0,6.0,3.0,3.0,60.0,427.0,4.33,4.67,4.67,144,Unknown,Entire condo,0.5945340501792115,0.08109318996415771
4446134,1.0,1,5.0,8.0,5.0,6.0,21.0,450.0,4.83,4.83,4.72,1296,"Shankill, County Dublin, Ireland",Entire home,0.0008960573476702509,0.1646505376344086
4446326,1.0,1,5.0,2.0,1.0,2.0,4.0,85.0,4.76,4.91,4.52,2116,"Shankill, Dublin, Ireland",Private room in home,0.00022401433691756272,0.22334229390681004
4488728,1.0,0,2.0,2.0,1.0,1.0,100.0,111.0,4.9,4.71,4.73,6084,"Rathmines, Dublin, Ireland",Entire rental unit,0.0015681003584229391,0.2318548387096774
4585502,1.0,1,1.0,6.0,2.0,3.0,60.0,297.0,4.76,4.67,4.72,60516,"Dublin 2, Ireland",Entire condo,0.0006720430107526882,0.08109318996415771
4604580,1.0,1,1.0,2.0,1.0,2.0,1125.0,90.0,4.85,4.6,4.78,12996,"Sutton, Dublin 13, Ireland",Private room in bungalow,0.00044802867383512545,0.004032258064516129
4630635,1.0,1,2.0,6.0,3.0,5.0,700.0,333.0,4.75,4.83,4.75,144,"Harold's Cross, Dublin, Ireland",Entire home,0.00022401433691756272,0.1646505376344086
4639862,1.0,1,2.0,2.0,1.0,1.0,31.0,131.0,4.82,4.9,4.82,3721,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
4665890,0.97,1,7.0,4.0,2.0,2.0,1125.0,145.0,4.8,4.66,4.78,84681,"Rathmines, Dublin, Ireland",Entire rental unit,0.0015681003584229391,0.2318548387096774
4804987,1.0,0,2.0,2.0,1.0,1.0,1125.0,211.0,4.73,4.82,4.71,7056,"Dublin, Ireland",Entire rental unit,0.031137992831541218,0.2318548387096774
4940924,1.0,0,2.0,2.0,0.0,1.0,730.0,106.0,5.0,5.0,4.64,196,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
4963289,1.0,1,1.0,2.0,1.0,1.0,1125.0,109.0,4.92,4.97,4.95,404496,"Malahide, Co. Dublin, Ireland",Private room in home,0.00022401433691756272,0.22334229390681004
4965606,1.0,1,2.0,4.0,3.0,3.0,90.0,110.0,4.66,4.41,4.86,8464,"Dublin 13, County Dublin, Ireland",Entire home,0.0035842293906810036,0.1646505376344086
5003312,1.0,0,1.0,2.0,1.0,1.0,1125.0,50.0,4.9,4.9,4.64,1600,Unknown,Private room in home,0.5945340501792115,0.22334229390681004
5045518,1.0,0,1.0,3.0,2.0,2.0,28.0,148.0,4.88,4.81,4.86,6889,"Donnycarney, Dublin, Ireland",Entire home,0.00022401433691756272,0.1646505376344086
5056234,1.0,1,1.0,8.0,4.0,4.0,200.0,354.0,4.63,4.35,4.71,24025,"Clonskeagh, Dublin, Ireland",Entire townhouse,0.00022401433691756272,0.018145161290322582
5085323,0.8,0,1.0,4.0,1.0,0.0,60.0,216.0,4.0,3.0,4.0,1,"Dublin 4, County Dublin, Ireland",Entire home,0.012096774193548387,0.1646505376344086
5122717,0.97,1,7.0,2.0,1.0,1.0,1125.0,112.0,4.8,4.79,4.71,105625,"Rathmines, Dublin, Ireland",Entire condo,0.0015681003584229391,0.08109318996415771
5123315,0.97,1,7.0,4.0,2.0,2.0,1125.0,141.0,4.81,4.67,4.84,103041,"Rathmines, Dublin, Ireland",Entire rental unit,0.0015681003584229391,0.2318548387096774
5140160,0.97,1,7.0,4.0,2.0,3.0,1125.0,152.0,4.75,4.66,4.79,66049,"Dublin, Ireland",Entire rental unit,0.031137992831541218,0.2318548387096774
5140379,0.97,1,7.0,4.0,2.0,3.0,1125.0,146.0,4.76,4.63,4.8,111556,"Rathmines, Dublin, Ireland",Entire rental unit,0.0015681003584229391,0.2318548387096774
5166238,1.0,1,3.0,2.0,1.0,1.0,1125.0,40.0,4.88,4.88,4.87,9025,"Dublin, Ireland",Private room in home,0.031137992831541218,0.22334229390681004
5198526,1.0,1,1.0,2.0,1.0,2.0,14.0,120.0,4.96,4.93,4.79,63504,"Rialto, Dublin, Ireland",Private room in condo,0.00022401433691756272,0.05040322580645161
5218203,1.0,0,3.0,2.0,1.0,1.0,730.0,65.0,4.96,4.96,4.68,676,"Blackrock, Dublin, Ireland",Private room in home,0.0008960573476702509,0.22334229390681004
5251419,1.0,1,3.0,4.0,2.0,3.0,1125.0,305.0,4.84,4.77,4.81,19600,"Dublin 7, Ireland",Entire townhouse,0.0006720430107526882,0.018145161290322582
5273761,1.0,1,1.0,2.0,1.0,2.0,730.0,49.0,4.65,4.67,4.49,93025,"Dublin, Ireland",Private room in condo,0.031137992831541218,0.05040322580645161
5314113,1.0,0,2.0,10.0,5.0,6.0,1124.0,750.0,4.9,4.8,4.85,1600,"Sandymount, Dublin 4, Ireland",Entire home,0.00044802867383512545,0.1646505376344086
5458089,0.9,0,3.0,2.0,1.0,1.0,6.0,101.0,4.69,4.61,4.780000000000001,214369,"Dublin, Ireland",Private room in home,0.031137992831541218,0.22334229390681004
5577135,1.0,0,1.0,3.0,2.0,2.0,90.0,95.0,4.6,4.15,4.85,2209,Unknown,Tiny home,0.5945340501792115,0.0020161290322580645
5580328,0.98,0,26.0,2.0,1.0,2.0,90.0,105.0,4.92,4.9,4.96,157609,"Temple Bar, Dublin, Ireland",Entire rental unit,0.0006720430107526882,0.2318548387096774
5624357,0.67,0,1.0,1.0,1.0,1.0,1125.0,49.0,4.74,4.79,4.85,37249,Unknown,Private room in rental unit,0.5945340501792115,0.09363799283154121
5656305,1.0,0,2.0,2.0,1.0,2.0,30.0,87.0,4.3,4.28,4.56,705600,"Drumcondra, Dublin, Ireland",Private room in condo,0.0008960573476702509,0.05040322580645161
5671611,1.0,1,4.0,10.0,4.0,9.0,1124.0,724.0,4.89,4.94,4.75,91204,"Dublin 7, Dublin, Ireland",Entire home,0.0008960573476702509,0.1646505376344086
5696906,0.92,0,2.0,1.0,1.0,1.0,1125.0,66.0,4.78,4.71,4.87,79524,"Ranelagh, Dublin 6, Ireland",Private room in home,0.00022401433691756272,0.22334229390681004
5710121,1.0,0,1.0,8.0,4.0,4.0,1125.0,750.0,4.92,4.91,4.74,27889,"Dublin, Ireland",Entire townhouse,0.031137992831541218,0.018145161290322582
5754964,1.0,0,1.0,2.0,1.0,1.0,1125.0,91.0,4.92,4.95,4.81,3600,"Dublin, Ireland",Private room in home,0.031137992831541218,0.22334229390681004
5871701,0.8,0,1.0,8.0,4.0,4.0,15.0,545.0,5.0,5.0,4.83,324,"Dublin, Ireland",Entire home,0.031137992831541218,0.1646505376344086
5887717,1.0,0,5.0,4.0,1.0,2.0,60.0,180.0,4.49,4.53,4.75,143641,"Dublino, Dublin, Ireland",Entire rental unit,0.00022401433691756272,0.2318548387096774
5893248,1.0,0,8.0,2.0,1.0,1.0,365.0,88.0,4.58,4.71,4.6,62500,"Dublin, Ireland",Entire rental unit,0.031137992831541218,0.2318548387096774
5931145,1.0,0,8.0,2.0,1.0,1.0,365.0,100.0,4.63,4.72,4.6,41616,"Dublin 7, Ireland",Entire rental unit,0.0006720430107526882,0.2318548387096774
